9504.205|119.694
9504.205|89.840
9504.241|110.162
9504.788|79.393
9504.788|71.659
9504.831|80.764
9505.225|58.149
9505.225|55.616
9505.248|48.927
9505.340|59.679
9505.432|73.778
9505.559|29.900
9505.607|39.512
9505.900|16.129
9505.974|75.417
9506.099|41.604
9506.214|76.945
9506.245|91.739
9506.245|28.308
9506.293|5.424
9506.342|20.416
9506.457|51.680
9506.469|25.469
9506.469|3.443
9506.536|6.777
9506.609|61.605
9506.695|64.918
9506.745|18.439
9506.828|70.281
9506.901|78.541
9507.089|10.367
9507.089|8.365
9507.119|72.941
9507.702|0.878
9508.285|34.036
9508.660|31.101
9508.722|43.026
9508.722|35.996
9509.101|50.084
9509.159|46.031
9509.159|45.028
9509.159|44.045
9509.159|31.943
9509.159|22.273
9509.159|13.055
9509.159|12.052
9509.203|14.463
9509.305|52.945
9509.323|69.116
9509.422|23.703
9509.451|33.037
9509.524|37.034
9509.524|34.989
9509.596|67.561
9509.645|63.508
9509.742|38.273
9509.879|47.343
9509.888|21.513
9509.899|65.926
9509.979|56.752
9509.979|54.330
9509.979|26.844
9510.034|2.193
9510.034|94.946
9510.034|71.877
9510.558|9.126
9510.616|62.196
9510.689|11.263
9510.908|40.408
9511.199|17.065
9511.345|57.835
9511.345|15.731
9511.564|76.798
9511.782|80.412
9511.782|59.494
9511.782|58.491
9511.782|29.545
9511.782|28.273
9511.782|25.264
9511.782|4.888
9511.866|93.786
9511.892|60.787
9511.907|3.789
9512.001|79.445
9512.032|51.517
9512.074|48.838
9512.074|41.908
9512.088|105.952
9512.140|82.717
9512.219|78.573
9512.219|19.014
9512.365|97.241
9512.426|95.892
9512.482|7.292
9512.511|20.074
9512.657|107.358
9512.657|99.060
9512.657|84.158
9512.657|0.937
9513.094|87.041
9513.094|110.311
9513.094|65.152
9513.094|10.465
9513.312|118.528
9513.347|108.802
9513.531|114.327
9513.531|113.324
9513.531|112.321
9513.531|111.368
9513.531|103.029
9513.531|102.026
9513.531|101.023
9513.531|97.951
9513.531|85.986
9513.531|84.936
9513.531|49.902
9513.531|39.416
9513.531|8.976
9513.739|115.784
9513.807|88.372
9513.822|117.312
9513.895|100.015
9513.968|104.254
9513.968|90.469
9514.405|92.460
9514.405|91.482
9514.405|89.606
9514.405|54.826
9514.514|120.213
9515.280|66.148
9517.028|105.433
9518.777|115.828
9518.777|114.825
9518.777|113.822
9518.777|112.819
9518.777|104.248
9518.777|103.245
9518.777|102.242
9518.777|100.851
9520.122|127.767
9520.525|124.648
9520.525|123.645
9520.525|122.631
9520.525|121.672
9520.734|126.101
9521.025|120.915
9521.032|129.197
9522.274|133.735
9523.898|130.398
9524.678|89.556
9524.994|132.287
9525.917|131.299
9526.937|119.594
9528.103|125.099
9529.159|127.181
9529.356|126.056
9529.443|128.374
9529.581|124.015
9529.979|99.424
9530.143|130.692
9530.580|129.798
9531.454|133.901
9531.527|93.770
9531.600|105.795
9531.658|121.081
9531.892|109.844
9531.892|108.834
9531.892|107.838
9531.892|106.839
9531.892|96.805
9531.892|95.802
9531.892|94.799
9531.892|85.734
9532.037|83.459
9532.100|111.309
9532.100|87.226
9532.154|118.298
9532.274|98.082
9532.352|84.313
9532.354|122.485
9532.509|79.967
9532.766|92.784
9532.766|90.188
9533.640|115.058
9533.640|114.055
9533.640|113.055
9533.640|112.410
9533.640|103.030
9533.640|102.027
9533.640|101.024
9533.640|91.732
9533.932|88.599
9534.034|116.454
9534.034|104.427
9534.390|100.101
9536.336|119.844
9536.700|123.728
9537.137|109.264
9537.137|107.942
9537.429|122.144
9537.429|98.124
9537.429|86.423
9537.575|82.427
9537.575|118.200
9537.575|111.213
9537.575|110.176
9537.575|99.393
9538.012|92.578
9538.012|89.569
9538.475|80.938
9538.536|69.520
9538.886|72.387
9538.886|90.055
9539.214|70.919
9539.323|76.830
9539.349|78.159
9539.396|60.618
9539.396|57.206
9539.469|65.253
9539.559|75.754
9539.576|73.849
9539.606|63.876
9539.760|62.612
9539.760|61.609
9539.760|58.676
9539.885|79.486
9540.154|66.716
9540.525|55.980
9541.072|75.299
9541.105|68.362
9543.258|69.873
9543.957|59.971
9544.307|49.601
9544.472|40.024
9544.569|50.474
9544.642|43.278
9544.768|38.094
9545.006|51.330
9545.006|46.315
9545.006|45.312
9545.006|44.309
9545.006|67.503
9545.006|66.500
9545.006|65.497
9545.006|64.494
9545.006|63.491
9545.006|62.488
9545.006|61.485
9545.006|57.199
9545.094|54.248
9545.279|52.589
9545.312|47.734
9545.356|41.798
9546.755|55.345
9549.378|49.084
9549.378|40.057
9551.126|36.396
9551.126|34.976
9551.126|33.973
9551.126|32.970
9551.126|31.967
9551.126|30.964
9552.606|29.992
9558.558|31.365
9560.744|32.204
9561.515|33.450
9570.088|33.848
9575.721|31.838
9576.482|33.038
9578.230|33.859
9580.853|32.100
9581.764|29.482
9583.301|30.708
9584.744|28.217
9590.859|29.678
9597.613|30.933
9603.225|28.740
9604.285|27.368
9606.646|30.059
9607.724|26.581
9616.700|26.637
9625.953|26.442
9636.060|25.614
9646.427|25.354
9656.438|25.341
9665.662|25.422
9675.071|25.807
9684.897|26.427
9694.908|26.002
9703.382|25.606
9707.046|24.970
9716.372|25.040
9725.806|24.545
9735.607|24.383
9745.826|24.641
9755.050|25.328
9763.688|26.092
9774.470|26.617
9783.330|27.225
9793.917|27.660
9802.377|27.852
9812.547|27.576
9818.564|27.059
9828.182|27.175
9836.348|27.745
9843.264|28.951
9850.094|29.803
9856.160|30.845
9864.631|31.452
9874.960|32.144
9884.241|32.168
9890.953|31.478
9894.538|30.181
9900.416|30.212
9902.810|28.906
9906.536|27.313
9908.011|26.212
9918.284|26.010
9927.041|26.172
9936.866|26.770
9946.317|27.125
9955.935|28.096
9964.865|28.924
9969.865|29.890
9977.987|29.881
9985.093|28.925
9990.033|29.056
9990.804|27.825
9999.650|27.299
10009.104|27.481
10018.371|27.915
10028.295|28.270
10034.623|28.406
10036.765|29.672
10041.715|30.908
10045.989|30.883
10046.281|30.134
10048.787|32.236
10049.725|33.234
10056.297|34.335
10062.407|35.421
10070.782|35.323
10076.590|34.624
10079.213|33.451
10086.928|32.037
10096.545|31.566
10103.694|30.654
10111.241|29.760
10111.927|28.586
10120.306|29.563
10121.545|28.693
10129.799|29.020
10130.321|30.127
10135.169|31.539
10135.169|30.388
10143.097|32.055
10153.530|31.247
10160.525|31.038
10164.702|29.768
10172.823|29.400
10177.953|28.656
10185.323|28.405
10188.794|27.333
10192.146|26.506
10198.580|25.757
10208.131|25.424
10212.984|25.744
10217.563|26.871
10223.038|26.975
10223.427|28.098
10230.148|29.138
10239.213|29.252
10248.554|29.590
10254.436|30.571
10260.877|31.479
10268.794|31.553
10271.001|30.480
10275.740|29.507
10280.743|29.715
10283.159|28.165
10292.546|28.054
10302.164|28.861
10311.781|29.038
10320.579|28.895
10326.590|28.456
10335.388|29.089
10340.634|29.309
10345.213|30.239
10354.255|30.296
10361.566|29.226
10366.280|28.120
10371.235|27.169
10376.189|26.285
10385.224|26.361
10393.486|25.327
10401.961|24.833
10405.552|24.135
10415.038|24.591
10425.388|25.335
10433.936|25.942
10443.123|25.685
10454.236|25.433
10463.038|25.737
10472.306|26.191
10481.453|26.054
10492.284|26.309
10500.688|26.899
10510.785|27.303
10520.743|27.611
10530.724|27.906
10539.978|28.590
10549.595|29.729
10558.533|30.004
10565.796|29.341
10570.181|28.074
10577.573|26.507
10585.339|26.010
10594.379|25.564
10601.180|25.043
10610.797|24.546
10621.186|24.178
10629.352|24.414
10640.212|24.511
10648.715|24.117
10659.701|24.229
10667.731|24.462
10678.120|24.992
10687.737|25.111
10697.825|25.036
10707.180|25.454
10717.075|26.008
10725.391|26.061
10736.644|26.104
10745.442|26.584
10755.739|26.885
10763.997|26.627
10770.972|26.322
10780.414|26.573
10790.032|26.789
10798.900|26.522
10807.912|25.821
10816.386|25.403
10826.753|25.378
10836.371|25.333
10846.451|24.961
10854.537|24.261
10864.820|24.255
10874.786|24.353
10883.584|24.819
10893.201|24.836
10902.819|24.857
10912.644|25.219
10921.282|25.696
10932.491|25.756
10940.683|25.835
10951.726|26.108
10960.524|26.484
10966.316|27.810
10971.365|28.653
10972.098|29.672
10979.038|30.884
10982.838|32.744
10987.409|31.852
10991.333|33.927
10996.917|35.409
11005.405|36.169
11014.065|37.582
11019.977|38.827
11026.777|39.759
11031.343|39.344
11035.715|40.541
11043.977|41.850
11052.430|42.843
11059.218|43.924
11064.567|43.951
11065.983|45.013
11073.156|45.845
11082.636|46.388
11092.939|46.436
11102.163|47.170
11112.600|47.286
11121.398|47.147
11131.015|47.460
11137.572|47.684
11138.562|48.897
11143.256|49.109
11144.820|50.236
11149.959|52.037
11151.999|51.275
11154.622|52.027
11154.809|53.538
11156.953|54.751
11159.868|53.350
11163.365|54.809
11164.085|55.882
11170.256|56.893
11179.102|57.297
11188.928|56.939
11198.080|57.032
11207.135|56.858
11212.909|56.042
11217.572|56.318
11217.781|54.362
11227.190|54.101
11236.662|54.286
11246.425|54.314
11256.042|54.057
11266.479|53.908
11275.277|53.920
11284.895|53.856
11294.119|54.012
11302.565|53.312
11310.916|52.165
11311.998|50.820
11317.929|49.782
11325.711|49.194
11334.731|49.309
11344.348|49.666
11353.966|49.259
11363.583|49.382
11369.266|49.399
11373.128|50.645
11376.906|52.072
11379.977|51.178
11381.944|52.226
11382.624|54.382
11387.190|53.777
11391.353|55.386
11400.960|55.586
11404.020|54.709
11409.660|53.758
11418.272|53.893
11426.261|55.130
11433.120|56.090
11441.500|55.937
11448.289|55.165
11457.135|55.338
11465.237|56.152
11465.820|59.661
11468.598|58.556
11471.124|57.400
11474.621|59.117
11475.084|60.292
11476.975|61.697
11479.867|60.440
11483.219|62.849
11486.862|61.443
11487.080|63.601
11495.917|63.587
11506.916|63.628
11515.034|63.900
11524.991|63.830
11531.646|62.901
11534.949|61.816
11537.841|59.655
11539.262|60.936
11540.486|58.756
11543.692|60.900
11543.970|57.424
11549.971|56.163
11550.784|55.100
11553.310|54.199
11558.754|53.107
11567.715|53.143
11572.486|54.267
11581.191|54.705
11589.885|54.684
11593.403|53.795
11602.271|54.033
11608.974|54.256
11612.269|55.561
11620.151|56.798
11628.559|57.025
11632.671|56.004
11636.706|53.707
11637.861|55.094
11642.490|55.573
11642.708|52.517
11644.844|51.334
11653.506|50.222
11653.970|51.382
11662.118|52.858
11662.162|51.534
11665.847|54.284
11668.282|52.954
11672.586|55.835
11676.982|58.466
11677.462|55.348
11677.725|57.041
11682.271|57.708
11685.539|59.862
11694.949|61.133
11700.486|61.398
11704.654|62.986
11709.812|62.919
11710.936|63.635
11711.561|65.025
11716.141|66.927
11716.151|65.917
11722.927|67.879
11723.320|68.885
11725.550|66.749
11730.990|68.867
11733.807|68.067
11735.100|66.950
11740.091|65.294
11741.069|66.454
11748.407|64.680
11752.250|63.911
11757.462|63.652
11760.023|62.579
11767.031|61.991
11769.818|60.003
11771.306|61.241
11777.397|59.978
11778.810|58.786
11783.619|56.613
11783.838|57.784
11789.812|57.651
11791.648|56.382
11791.852|55.193
11798.060|54.257
11806.468|54.655
11811.130|56.090
11813.856|55.290
11817.547|56.979
11824.153|58.145
11829.843|58.114
11834.048|56.119
11836.296|57.168
11839.976|55.257
11840.085|53.554
11844.457|52.319
11845.331|51.551
11850.577|51.609
11852.003|50.197
11856.697|50.346
11858.038|49.165
11865.624|47.885
11871.366|46.692
11877.353|46.335
11884.402|45.074
11894.845|45.147
11900.413|45.106
11902.271|46.311
11909.343|47.425
11913.047|48.964
11922.271|49.630
11931.932|50.317
11941.506|50.862
11951.123|51.745
11960.741|52.380
11970.358|52.410
11979.976|52.541
11989.156|53.180
11995.023|54.798
11995.713|53.578
12001.008|56.152
12002.271|55.144
12009.022|56.851
12019.320|57.379
12028.937|57.467
12030.511|58.565
12038.555|58.145
12047.423|58.432
12054.293|57.314
12059.538|55.332
12060.413|54.014
12063.764|56.203
12064.784|55.285
12066.533|52.694
12068.179|49.846
12068.282|51.533
12076.102|50.098
12079.379|49.058
12088.391|48.999
12097.644|48.699
12099.247|47.924
12105.440|48.563
12106.936|47.144
12116.369|47.124
12126.666|47.238
12135.604|47.900
12144.669|48.222
12152.768|47.519
12161.014|47.060
12171.267|47.228
12181.068|47.910
12190.686|47.830
12198.873|47.573
12203.626|47.061
12212.063|47.105
12221.287|47.911
12230.904|48.885
12240.522|49.058
12247.516|49.371
12249.459|48.125
12256.940|47.465
12265.197|47.719
12276.266|47.960
12285.112|47.915
12294.729|47.928
12304.347|48.221
12313.359|48.065
12316.318|47.258
12324.514|47.055
12329.837|46.547
12338.445|46.568
12347.457|46.994
12363.946|46.956
12373.418|46.765
12383.035|46.965
12393.472|47.185
12402.527|47.583
12411.336|47.922
12420.825|47.819
12427.899|47.267
12436.806|47.881
12439.254|48.766
12447.413|49.619
12455.926|49.557
12464.025|49.022
12473.770|48.919
12482.707|49.637
12492.325|50.372
12501.262|50.545
12512.240|50.505
12520.625|50.130
12531.347|50.081
12540.019|50.471
12545.603|51.986
12554.401|52.343
12562.762|52.250
12571.888|51.546
12582.057|51.239
12590.616|51.249
12600.740|51.635
12610.541|51.181
12619.494|50.399
12619.975|50.949
12628.926|50.133
12637.921|50.259
12647.953|49.981
12656.871|49.568
12663.764|49.045
12670.788|48.946
12677.505|48.631
12686.423|48.692
12696.646|48.724
12705.658|48.965
12711.778|49.010
12713.205|50.099
12717.898|50.044
12718.464|51.122
12724.698|52.177
12731.013|53.478
12740.630|53.792
12751.019|53.973
12759.865|54.733
12769.483|55.195
12776.915|55.341
12778.351|54.217
12780.928|53.303
12786.555|52.141
12795.348|51.923
12805.330|51.520
12814.583|51.331
12824.929|51.526
12834.182|52.195
12844.480|53.075
12852.598|53.373
12863.618|53.380
12871.438|52.661
12878.956|51.409
12888.332|51.023
12897.133|51.338
12905.931|51.286
12911.942|50.636
12920.740|50.556
12927.953|50.709
12930.095|51.733
12937.157|52.876
12944.565|53.681
12948.405|54.945
12951.734|56.537
12954.088|55.421
12957.336|59.570
12957.358|57.890
12962.707|58.139
12964.892|59.157
12966.756|60.414
12975.005|61.056
12980.193|59.687
12985.439|61.341
12988.645|60.048
12994.522|60.978
13004.674|60.402
13015.063|59.954
13023.909|59.862
13032.974|60.505
13041.073|61.595
13049.930|62.278
13060.361|62.754
13068.998|62.954
13075.031|64.320
13078.932|65.556
13087.734|65.870
13095.166|65.983
13096.477|64.955
13098.663|63.937
13099.287|62.479
13101.242|59.669
13102.597|61.109
13105.920|58.321
13106.969|59.677
13110.466|58.689
13111.153|56.003
13112.215|57.077
13115.876|53.734
13116.586|54.930
13120.739|53.447
13127.777|53.840
13135.821|54.401
13144.833|54.960
13155.872|55.094
13163.896|55.593
13169.865|56.953
13177.144|59.512
13177.913|57.851
13183.034|58.862
13184.236|60.375
13184.991|61.680
13194.007|62.338
13199.501|60.415
13199.646|62.571
13202.123|61.535
13209.465|60.527
13218.062|60.828
13226.750|62.253
13227.989|63.451
13237.242|63.614
13245.023|63.696
13248.454|62.558
13256.155|62.030
13263.143|61.601
13265.220|62.888
13270.674|65.112
13271.715|63.885
13275.712|66.970
13275.920|68.421
13277.023|66.201
13283.258|69.973
13291.772|70.182
13299.131|69.368
13305.001|69.103
13305.919|67.673
13311.395|66.566
13318.553|66.344
13318.845|65.255
13326.606|64.361
13335.165|63.119
13342.022|61.641
